DATASET,SIZE,DIM,SOURCE,TARGET,SPLIT,MEASURE,METHOD,METHOD2,meandiff,p-adj,lower,upper,reject
youtube,16-20,32,node2vec,TransH,test,MRR,target,transformed,0.0507,0.2376,-0.0189,0.1204,False
lj,121-125,32,node2vec,SimplE,test,MRR,target,transformed,-0.0032,0.8087,-0.013,0.0065,False
orkut,351-355,32,deepWalk,TransD,test,MRR,target,transformed,-0.0516,0.001,-0.0665,-0.0368,True
lj,121-125,32,node2vec,TransD,test,MRR,target,transformed,-0.0814,0.001,-0.1062,-0.0566,True
orkut,351-355,32,deepWalk,TransE,test,MRR,target,transformed,-0.052,0.001,-0.07,-0.0339,True
lj,121-125,32,deepWalk,RESCAL,test,MRR,target,transformed,-0.0201,0.6196,-0.064,0.0237,False
youtube,16-20,32,deepWalk,DistMult,test,MRR,target,transformed,0.012,0.6911,-0.0173,0.0414,False
lj,121-125,32,node2vec,RESCAL,test,MRR,target,transformed,0.0021,0.9,-0.0428,0.0471,False
lj,121-125,32,node2vec,DistMult,test,MR,source,source2target,0.001,0.9,-4.9242,4.9261,False
youtube,16-20,32,deepWalk,RESCAL,test,MRR,target,transformed,0.0363,0.3212,-0.0186,0.0912,False
lj,121-125,32,deepWalk,SimplE,test,MR,source,source2target,-0.0032,0.9,-3.6267,3.6202,False
orkut,351-355,32,node2vec,TransD,test,MR,source,source2target,-46.5744,0.001,-52.8602,-40.2886,True
youtube,16-20,32,node2vec,RESCAL,test,MRR,target,transformed,0.0501,0.1171,-0.0079,0.1081,False
youtube,16-20,32,deepWalk,SimplE,test,MR,source,source2target,0.0072,0.9,-0.9203,0.9346,False
lj,121-125,32,deepWalk,DistMult,test,MR,source,source2target,-0.0039,0.9,-3.7996,3.7917,False
lj,121-125,32,node2vec,TransH,test,MR,source,source2target,-16.0581,0.001,-19.5171,-12.599,True
youtube,16-20,32,deepWalk,TransD,test,MR,source,source2target,-3.6379,0.001,-4.4949,-2.781,True
lj,111-115,32,node2vec,DistMult,test,MRR,source2target,transformed,0.0655,0.001,0.0501,0.0809,True
youtube,16-20,32,node2vec,TransD,test,MR,source,source2target,-2.2912,0.001,-3.2064,-1.3759,True
youtube,16-20,32,node2vec,TransE,test,MR,source,source2target,-2.3298,0.001,-3.231,-1.4286,True
lj,111-115,32,deepWalk,DistMult,test,MRR,source2target,transformed,0.0604,0.001,0.0458,0.075,True
orkut,351-355,32,node2vec,TransE,test,MR,source,source2target,-57.9801,0.001,-66.509,-49.4512,True
lj,111-115,32,node2vec,TransD,test,MRR,source2target,transformed,-0.0589,0.001,-0.0746,-0.0431,True
lj,111-115,32,deepWalk,TransD,test,MRR,source2target,transformed,-0.0578,0.001,-0.0754,-0.0401,True
orkut,351-355,32,node2vec,SimplE,test,MR,source,source2target,0.0044,0.9,-12.2789,12.2877,False
lj,111-115,32,deepWalk,TransE,test,MRR,source2target,transformed,-0.0778,0.001,-0.0947,-0.061,True
orkut,351-355,32,deepWalk,RESCAL,test,MR,source,source2target,-65.8804,0.001,-79.2588,-52.502,True
lj,111-115,32,deepWalk,SimplE,test,MRR,source2target,transformed,0.0513,0.001,0.0368,0.0657,True
lj,111-115,32,node2vec,SimplE,test,MRR,source2target,transformed,-0.0231,0.001,-0.0334,-0.0129,True
lj,111-115,32,deepWalk,TransH,test,MRR,source2target,transformed,-0.0759,0.001,-0.0928,-0.059,True
lj,111-115,32,node2vec,TransE,test,MRR,source2target,transformed,-0.0217,0.0097,-0.0395,-0.0039,True
orkut,351-355,32,deepWalk,SimplE,test,MR,source,source2target,-0.0001,0.9,-11.1869,11.1868,False
lj,121-125,32,deepWalk,TransH,test,MR,source,source2target,-12.9032,0.001,-16.5256,-9.2809,True
lj,111-115,32,node2vec,RESCAL,test,MRR,source2target,transformed,-0.0136,0.505,-0.0387,0.0116,False
lj,111-115,32,node2vec,TransH,test,MRR,source2target,transformed,-0.0082,0.6276,-0.0263,0.0099,False
lj,121-125,32,node2vec,TransE,test,MR,source,source2target,-16.1605,0.001,-19.6025,-12.7184,True
lj,121-125,32,deepWalk,TransE,test,MR,source,source2target,-12.9461,0.001,-16.3944,-9.4979,True
lj,111-115,32,deepWalk,RESCAL,test,MRR,source2target,transformed,-0.0149,0.4278,-0.0402,0.0104,False
orkut,351-355,32,node2vec,TransH,test,MR,source,source2target,-58.1805,0.001,-67.3451,-49.0159,True
youtube,16-20,32,node2vec,SimplE,test,MR,source,source2target,0.0202,0.9,-0.8412,0.8817,False
orkut,351-355,32,node2vec,RESCAL,test,MR,source,source2target,-62.8872,0.001,-80.5522,-45.2222,True
youtube,16-20,32,deepWalk,TransE,test,MR,source,source2target,-3.8607,0.001,-4.7228,-2.9987,True
lj,121-125,32,deepWalk,TransD,test,MR,source,source2target,-11.941,0.001,-15.4411,-8.4409,True
orkut,351-355,32,deepWalk,TransH,test,MR,source,source2target,-63.5102,0.001,-72.8914,-54.129,True
orkut,351-355,32,node2vec,RESCAL,test,MR,source,target,-16.3834,0.0801,-34.0485,1.2816,False
youtube,16-20,32,node2vec,DistMult,test,MR,source,source2target,0.0349,0.9,-0.8951,0.9649,False
orkut,351-355,32,deepWalk,DistMult,test,MR,source,source2target,0.0159,0.9,-11.296,11.3278,False
orkut,351-355,32,node2vec,DistMult,test,MR,source,source2target,0.0233,0.9,-12.3445,12.3911,False
youtube,16-20,32,deepWalk,TransH,test,MR,source,source2target,-3.9061,0.001,-4.7464,-3.0657,True
lj,121-125,32,node2vec,SimplE,test,MR,source,source2target,-0.0004,0.9,-3.8346,3.8339,False
youtube,16-20,32,node2vec,TransH,test,MR,source,source2target,-2.344,0.001,-3.2504,-1.4377,True
orkut,351-355,32,deepWalk,TransD,test,MR,source,source2target,-46.7142,0.001,-53.0892,-40.3392,True
lj,121-125,32,node2vec,TransD,test,MR,source,source2target,-14.9245,0.001,-18.3802,-11.4688,True
orkut,351-355,32,deepWalk,TransE,test,MR,source,source2target,-63.6747,0.001,-73.1406,-54.2087,True
lj,121-125,32,deepWalk,RESCAL,test,MR,source,source2target,-13.1499,0.001,-19.3338,-6.966,True
lj,121-125,32,node2vec,DistMult,test,MR,source,target,9.1191,0.001,4.1939,14.0443,True
lj,121-125,32,node2vec,RESCAL,test,MR,source,source2target,-13.606,0.001,-20.3059,-6.9062,True
youtube,16-20,32,deepWalk,DistMult,test,MR,source,source2target,0.0099,0.9,-0.9642,0.9839,False
lj,121-125,32,deepWalk,SimplE,test,MR,source,target,10.4857,0.001,6.8623,14.1092,True
orkut,351-355,32,node2vec,TransD,test,MR,source,target,-45.0082,0.001,-51.294,-38.7224,True
youtube,16-20,32,deepWalk,SimplE,test,MR,source,target,-0.3328,0.7648,-1.2602,0.5946,False
youtube,16-20,32,deepWalk,RESCAL,test,MR,source,source2target,-0.2934,0.8759,-1.3334,0.7466,False
lj,121-125,32,deepWalk,DistMult,test,MR,source,target,9.2463,0.001,5.4506,13.0419,True
youtube,16-20,32,node2vec,RESCAL,test,MR,source,source2target,0.273,0.9,-0.7836,1.3297,False
lj,121-125,32,node2vec,TransH,test,MR,source,target,-15.8951,0.001,-19.3542,-12.4361,True
youtube,16-20,32,deepWalk,TransD,test,MR,source,target,-3.7478,0.001,-4.6047,-2.8908,True
lj,111-115,32,node2vec,DistMult,test,MRR,target,transformed,0.09,0.001,0.0746,0.1054,True
youtube,16-20,32,node2vec,TransD,test,MR,source,target,-2.3717,0.001,-3.2869,-1.4565,True
youtube,16-20,32,node2vec,TransE,test,MR,source,target,-2.3374,0.001,-3.2386,-1.4362,True
lj,111-115,32,deepWalk,DistMult,test,MRR,target,transformed,0.088,0.001,0.0733,0.1026,True
orkut,351-355,32,node2vec,TransE,test,MR,source,target,-49.8445,0.001,-58.3734,-41.3156,True
lj,111-115,32,node2vec,TransD,test,MRR,target,transformed,-0.0645,0.001,-0.0802,-0.0487,True
lj,111-115,32,deepWalk,TransD,test,MRR,target,transformed,-0.0642,0.001,-0.0818,-0.0466,True
orkut,351-355,32,node2vec,SimplE,test,MR,source,target,35.3232,0.001,23.0399,47.6066,True
lj,111-115,32,deepWalk,TransE,test,MRR,target,transformed,-0.0766,0.001,-0.0934,-0.0597,True
orkut,351-355,32,deepWalk,RESCAL,test,MR,source,target,-13.7173,0.0421,-27.0957,-0.3389,True
lj,111-115,32,deepWalk,SimplE,test,MRR,target,transformed,0.0768,0.001,0.0624,0.0913,True
lj,111-115,32,node2vec,SimplE,test,MRR,target,transformed,-0.0006,0.9,-0.0109,0.0096,False
lj,111-115,32,deepWalk,TransH,test,MRR,target,transformed,-0.0745,0.001,-0.0914,-0.0577,True
lj,111-115,32,node2vec,TransE,test,MRR,target,transformed,-0.0195,0.0252,-0.0373,-0.0017,True
orkut,351-355,32,deepWalk,SimplE,test,MR,source,target,43.1502,0.001,31.9633,54.3371,True
lj,121-125,32,deepWalk,TransH,test,MR,source,target,-12.7699,0.001,-16.3923,-9.1475,True
lj,111-115,32,node2vec,RESCAL,test,MRR,target,transformed,-0.0151,0.4113,-0.0403,0.0101,False
lj,111-115,32,node2vec,TransH,test,MRR,target,transformed,-0.0071,0.7159,-0.0252,0.011,False
lj,121-125,32,node2vec,TransE,test,MR,source,target,-16.1234,0.001,-19.5655,-12.6814,True
lj,121-125,32,deepWalk,TransE,test,MR,source,target,-12.9333,0.001,-16.3816,-9.485,True
lj,111-115,32,deepWalk,RESCAL,test,MRR,target,transformed,-0.0149,0.4302,-0.0402,0.0105,False
orkut,351-355,32,node2vec,TransH,test,MR,source,target,-50.4714,0.001,-59.636,-41.3069,True
youtube,16-20,32,node2vec,SimplE,test,MR,source,target,0.0482,0.9,-0.8133,0.9096,False
youtube,16-20,32,deepWalk,TransE,test,MR,source,target,-3.871,0.001,-4.7331,-3.0089,True
lj,121-125,32,deepWalk,TransD,test,MR,source,target,-12.4918,0.001,-15.9919,-8.9917,True
orkut,351-355,32,deepWalk,TransH,test,MR,source,target,-45.5161,0.001,-54.8973,-36.1349,True
orkut,351-355,32,node2vec,RESCAL,test,MR,source,transformed,-3.7458,0.9,-21.4108,13.9193,False
youtube,16-20,32,node2vec,DistMult,test,MR,source,target,-0.0858,0.9,-1.0158,0.8442,False
orkut,351-355,32,deepWalk,DistMult,test,MR,source,target,41.7873,0.001,30.4754,53.0992,True
orkut,351-355,32,node2vec,DistMult,test,MR,source,target,33.9604,0.001,21.5926,46.3281,True
youtube,16-20,32,deepWalk,TransH,test,MR,source,target,-4.0141,0.001,-4.8544,-3.1737,True
youtube,16-20,32,node2vec,TransH,test,MR,source,target,-2.455,0.001,-3.3613,-1.5486,True
lj,121-125,32,node2vec,SimplE,test,MR,source,target,10.3586,0.001,6.5243,14.1929,True
orkut,351-355,32,deepWalk,TransD,test,MR,source,target,-44.9533,0.001,-51.3284,-38.5783,True
lj,121-125,32,node2vec,TransD,test,MR,source,target,-15.4807,0.001,-18.9364,-12.025,True
orkut,351-355,32,deepWalk,TransE,test,MR,source,target,-45.4368,0.001,-54.9027,-35.9708,True
lj,121-125,32,deepWalk,RESCAL,test,MR,source,target,-4.9616,0.1643,-11.1455,1.2223,False
lj,121-125,32,node2vec,DistMult,test,MR,source,transformed,2.6874,0.4939,-2.2378,7.6126,False
lj,121-125,32,node2vec,RESCAL,test,MR,source,target,-6.1652,0.0837,-12.865,0.5347,False
lj,121-125,32,deepWalk,SimplE,test,MR,source,transformed,24.2301,0.001,20.6066,27.8535,True
youtube,16-20,32,deepWalk,DistMult,test,MR,source,target,-0.4667,0.5906,-1.4408,0.5073,False
orkut,351-355,32,node2vec,TransD,test,MR,source,transformed,0.5843,0.9,-5.7015,6.8701,False
youtube,16-20,32,deepWalk,RESCAL,test,MR,source,target,0.13,0.9,-0.91,1.17,False
youtube,16-20,32,deepWalk,SimplE,test,MR,source,transformed,0.2193,0.9,-0.7082,1.1467,False
lj,121-125,32,deepWalk,DistMult,test,MR,source,transformed,-6.703,0.001,-10.4986,-2.9073,True
youtube,16-20,32,node2vec,RESCAL,test,MR,source,target,0.3105,0.8589,-0.7461,1.3672,False
lj,121-125,32,node2vec,TransH,test,MR,source,transformed,-6.2256,0.001,-9.6846,-2.7665,True
youtube,16-20,32,deepWalk,TransD,test,MR,source,transformed,-4.0727,0.001,-4.9297,-3.2157,True
lj,111-115,32,node2vec,DistMult,test,MR,source,source2target,0.0009,0.9,-3.6591,3.6608,False
youtube,16-20,32,node2vec,TransD,test,MR,source,transformed,-2.7129,0.001,-3.6281,-1.7977,True
youtube,16-20,32,node2vec,TransE,test,MR,source,transformed,-2.7366,0.001,-3.6378,-1.8354,True
lj,111-115,32,deepWalk,DistMult,test,MR,source,source2target,-0.0024,0.9,-3.2704,3.2657,False
orkut,351-355,32,node2vec,TransE,test,MR,source,transformed,-3.2571,0.7314,-11.786,5.2717,False
lj,101-105,32,deepWalk,DistMult,test,MRR,source,source2target,0.0,0.9,-0.0178,0.0179,False
lj,101-105,32,node2vec,DistMult,test,MRR,source,source2target,0.0,0.9,-0.0177,0.0177,False
lj,101-105,32,node2vec,RESCAL,test,MRR,source,source2target,0.0583,0.001,0.0257,0.0908,True
lj,101-105,32,deepWalk,RESCAL,test,MRR,source,source2target,0.0681,0.001,0.0369,0.0992,True
lj,111-115,32,node2vec,TransD,test,MR,source,source2target,-13.3499,0.001,-15.9353,-10.7645,True
lj,101-105,32,node2vec,TransH,test,MRR,source,source2target,0.0899,0.001,0.0666,0.1131,True
lj,101-105,32,deepWalk,TransH,test,MRR,source,source2target,0.087,0.001,0.0638,0.1102,True
lj,111-115,32,deepWalk,TransD,test,MR,source,source2target,-10.32,0.001,-12.962,-7.678,True
lj,101-105,32,deepWalk,TransE,test,MRR,source,source2target,0.0877,0.001,0.0651,0.1103,True
lj,101-105,32,node2vec,SimplE,test,MRR,source,source2target,0.0,0.9,-0.0103,0.0103,False
lj,101-105,32,node2vec,TransE,test,MRR,source,source2target,0.0894,0.001,0.0667,0.1121,True
orkut,351-355,32,node2vec,SimplE,test,MR,source,transformed,-4.4572,0.759,-16.7405,7.8261,False
lj,101-105,32,deepWalk,SimplE,test,MRR,source,source2target,0.0,0.9,-0.0182,0.0182,False
orkut,351-355,32,deepWalk,RESCAL,test,MR,source,transformed,-10.4996,0.1799,-23.878,2.8788,False
lj,111-115,32,deepWalk,TransE,test,MR,source,source2target,-11.4702,0.001,-14.0532,-8.8872,True
lj,101-105,32,deepWalk,TransD,test,MRR,source,source2target,0.0876,0.001,0.0648,0.1104,True
lj,111-115,32,deepWalk,SimplE,test,MR,source,source2target,-0.0,0.9,-3.2317,3.2316,False
lj,101-105,32,node2vec,TransD,test,MRR,source,source2target,0.0807,0.001,0.0561,0.1053,True
lj,111-115,32,deepWalk,TransH,test,MR,source,source2target,-11.5293,0.001,-14.2553,-8.8033,True
lj,111-115,32,node2vec,SimplE,test,MR,source,source2target,0.0001,0.9,-3.2727,3.2729,False
lj,111-115,32,node2vec,TransE,test,MR,source,source2target,-14.0978,0.001,-16.6417,-11.554,True
orkut,351-355,32,deepWalk,SimplE,test,MR,source,transformed,19.2333,0.001,8.0465,30.4202,True
lj,121-125,32,deepWalk,TransH,test,MR,source,transformed,-3.0235,0.1377,-6.6459,0.5989,False
lj,111-115,32,node2vec,TransH,test,MR,source,source2target,-14.0646,0.001,-16.6647,-11.4646,True
lj,121-125,32,node2vec,TransE,test,MR,source,transformed,-5.9773,0.001,-9.4194,-2.5353,True
lj,111-115,32,node2vec,RESCAL,test,MR,source,source2target,-9.856,0.001,-15.1078,-4.6041,True
lj,121-125,32,deepWalk,TransE,test,MR,source,transformed,-3.7149,0.0291,-7.1632,-0.2666,True
orkut,351-355,32,node2vec,TransH,test,MR,source,transformed,-2.971,0.815,-12.1355,6.1936,False
lj,111-115,32,deepWalk,RESCAL,test,MR,source,source2target,-10.5734,0.001,-15.7056,-5.4412,True
youtube,16-20,32,node2vec,SimplE,test,MR,source,transformed,0.7483,0.1138,-0.1131,1.6098,False
youtube,16-20,32,deepWalk,TransE,test,MR,source,transformed,-4.3087,0.001,-5.1708,-3.4466,True
lj,121-125,32,deepWalk,TransD,test,MR,source,transformed,1.8817,0.5059,-1.6184,5.3818,False
orkut,351-355,32,deepWalk,TransH,test,MR,source,transformed,-10.0771,0.0298,-19.4583,-0.6959,True
orkut,351-355,32,node2vec,RESCAL,test,MR,source2target,target,46.5038,0.001,28.8388,64.1688,True
youtube,16-20,32,node2vec,DistMult,test,MR,source,transformed,0.7249,0.1849,-0.2051,1.6549,False
orkut,351-355,32,deepWalk,DistMult,test,MR,source,transformed,19.6598,0.001,8.3478,30.9717,True
orkut,351-355,32,node2vec,DistMult,test,MR,source,transformed,-7.7178,0.3736,-20.0856,4.65,False
youtube,16-20,32,deepWalk,TransH,test,MR,source,transformed,-4.2744,0.001,-5.1147,-3.4341,True
lj,121-125,32,node2vec,SimplE,test,MR,source,transformed,24.95,0.001,21.1157,28.7842,True
youtube,16-20,32,node2vec,TransH,test,MR,source,transformed,-2.7799,0.001,-3.6863,-1.8735,True
orkut,351-355,32,deepWalk,TransD,test,MR,source,transformed,1.5237,0.9,-4.8514,7.8987,False
lj,121-125,32,node2vec,TransD,test,MR,source,transformed,-0.9825,0.8727,-4.4382,2.4732,False
orkut,351-355,32,deepWalk,TransE,test,MR,source,transformed,-8.9315,0.0724,-18.3975,0.5344,False
lj,121-125,32,deepWalk,RESCAL,test,MR,source,transformed,1.1346,0.9,-5.0493,7.3185,False
lj,121-125,32,node2vec,DistMult,test,MR,source2target,target,9.1182,0.001,4.193,14.0434,True
lj,121-125,32,node2vec,RESCAL,test,MR,source,transformed,-5.5451,0.1432,-12.245,1.1547,False
lj,121-125,32,deepWalk,SimplE,test,MR,source2target,target,10.489,0.001,6.8655,14.1124,True
youtube,16-20,32,deepWalk,DistMult,test,MR,source,transformed,0.8487,0.1121,-0.1254,1.8227,False
orkut,351-355,32,node2vec,TransD,test,MR,source2target,target,1.5662,0.9,-4.7196,7.852,False
youtube,16-20,32,deepWalk,RESCAL,test,MR,source,transformed,-0.3882,0.7439,-1.4282,0.6518,False
youtube,16-20,32,deepWalk,SimplE,test,MR,source2target,target,-0.34,0.7536,-1.2674,0.5875,False
lj,121-125,32,deepWalk,DistMult,test,MR,source2target,target,9.2502,0.001,5.4545,13.0459,True
youtube,16-20,32,node2vec,RESCAL,test,MR,source,transformed,-0.3647,0.7846,-1.4214,0.6919,False
lj,121-125,32,node2vec,TransH,test,MR,source2target,target,0.1629,0.9,-3.2961,3.6219,False
youtube,16-20,32,deepWalk,TransD,test,MR,source2target,target,-0.1098,0.9,-0.9668,0.7471,False
lj,111-115,32,node2vec,DistMult,test,MR,source,target,6.2339,0.001,2.574,9.8938,True
youtube,16-20,32,node2vec,TransD,test,MR,source2target,target,-0.0806,0.9,-0.9958,0.8346,False
youtube,16-20,32,node2vec,TransE,test,MR,source2target,target,-0.0076,0.9,-0.9088,0.8936,False
lj,111-115,32,deepWalk,DistMult,test,MR,source,target,7.3373,0.001,4.0692,10.6053,True
orkut,351-355,32,node2vec,TransE,test,MR,source2target,target,8.1356,0.0678,-0.3933,16.6644,False
lj,101-105,32,deepWalk,DistMult,test,MRR,source,target,-0.0316,0.001,-0.0494,-0.0137,True
lj,101-105,32,node2vec,DistMult,test,MRR,source,target,-0.0252,0.0017,-0.0429,-0.0074,True
lj,101-105,32,node2vec,RESCAL,test,MRR,source,target,0.0639,0.001,0.0313,0.0964,True
lj,101-105,32,deepWalk,RESCAL,test,MRR,source,target,0.0601,0.001,0.029,0.0913,True
lj,111-115,32,node2vec,TransD,test,MR,source,target,-13.9254,0.001,-16.5109,-11.34,True
lj,101-105,32,node2vec,TransH,test,MRR,source,target,0.0904,0.001,0.0672,0.1137,True
lj,101-105,32,deepWalk,TransH,test,MRR,source,target,0.0878,0.001,0.0646,0.111,True
lj,111-115,32,deepWalk,TransD,test,MR,source,target,-10.9448,0.001,-13.5868,-8.3028,True
lj,101-105,32,deepWalk,TransE,test,MRR,source,target,0.0877,0.001,0.0651,0.1103,True
lj,101-105,32,node2vec,SimplE,test,MRR,source,target,-0.0244,0.001,-0.0347,-0.014,True
lj,101-105,32,node2vec,TransE,test,MRR,source,target,0.0895,0.001,0.0668,0.1122,True
orkut,351-355,32,node2vec,SimplE,test,MR,source2target,target,35.3188,0.001,23.0355,47.6021,True
lj,101-105,32,deepWalk,SimplE,test,MRR,source,target,-0.0308,0.001,-0.049,-0.0126,True
orkut,351-355,32,deepWalk,RESCAL,test,MR,source2target,target,52.1631,0.001,38.7847,65.5415,True
lj,111-115,32,deepWalk,TransE,test,MR,source,target,-11.4465,0.001,-14.0295,-8.8635,True
lj,101-105,32,deepWalk,TransD,test,MRR,source,target,0.0969,0.001,0.0741,0.1196,True
lj,111-115,32,deepWalk,SimplE,test,MR,source,target,6.715,0.001,3.4834,9.9467,True
lj,101-105,32,node2vec,TransD,test,MRR,source,target,0.0922,0.001,0.0676,0.1168,True
lj,111-115,32,deepWalk,TransH,test,MR,source,target,-11.6196,0.001,-14.3456,-8.8936,True
lj,111-115,32,node2vec,SimplE,test,MR,source,target,5.6117,0.001,2.3389,8.8845,True
lj,111-115,32,node2vec,TransE,test,MR,source,target,-14.0862,0.001,-16.6301,-11.5423,True
orkut,351-355,32,deepWalk,SimplE,test,MR,source2target,target,43.1502,0.001,31.9634,54.3371,True
lj,121-125,32,deepWalk,TransH,test,MR,source2target,target,0.1333,0.9,-3.4891,3.7557,False
lj,111-115,32,node2vec,TransH,test,MR,source,target,-14.1687,0.001,-16.7687,-11.5686,True
lj,121-125,32,node2vec,TransE,test,MR,source2target,target,0.0371,0.9,-3.405,3.4791,False
lj,111-115,32,node2vec,RESCAL,test,MR,source,target,-7.5937,0.0013,-12.8456,-2.3419,True
lj,121-125,32,deepWalk,TransE,test,MR,source2target,target,0.0128,0.9,-3.4354,3.4611,False
orkut,351-355,32,node2vec,TransH,test,MR,source2target,target,7.7091,0.1328,-1.4555,16.8736,False
lj,111-115,32,deepWalk,RESCAL,test,MR,source,target,-7.655,0.001,-12.7872,-2.5228,True
youtube,16-20,32,node2vec,SimplE,test,MR,source2target,target,0.028,0.9,-0.8335,0.8894,False
youtube,16-20,32,deepWalk,TransE,test,MR,source2target,target,-0.0103,0.9,-0.8723,0.8518,False
lj,121-125,32,deepWalk,TransD,test,MR,source2target,target,-0.5508,0.9,-4.0509,2.9493,False
orkut,351-355,32,deepWalk,TransH,test,MR,source2target,target,17.9941,0.001,8.6129,27.3753,True
orkut,351-355,32,node2vec,RESCAL,test,MR,source2target,transformed,59.1415,0.001,41.4765,76.8065,True
youtube,16-20,32,node2vec,DistMult,test,MR,source2target,target,-0.1207,0.9,-1.0507,0.8093,False
orkut,351-355,32,deepWalk,DistMult,test,MR,source2target,target,41.7714,0.001,30.4594,53.0833,True
lj,121-125,32,node2vec,SimplE,test,MR,source2target,target,10.359,0.001,6.5247,14.1932,True
youtube,16-20,32,deepWalk,TransH,test,MR,source2target,target,-0.108,0.9,-0.9483,0.7323,False
orkut,351-355,32,node2vec,DistMult,test,MR,source2target,target,33.9371,0.001,21.5693,46.3049,True
youtube,16-20,32,node2vec,TransH,test,MR,source2target,target,-0.111,0.9,-1.0173,0.7954,False
orkut,351-355,32,deepWalk,TransD,test,MR,source2target,target,1.7609,0.8844,-4.6141,8.1359,False
lj,121-125,32,node2vec,TransD,test,MR,source2target,target,-0.5562,0.9,-4.0119,2.8994,False
orkut,351-355,32,deepWalk,TransE,test,MR,source2target,target,18.2379,0.001,8.7719,27.7038,True
lj,121-125,32,deepWalk,RESCAL,test,MR,source2target,target,8.1883,0.004,2.0043,14.3722,True
lj,121-125,32,node2vec,DistMult,test,MR,source2target,transformed,2.6864,0.4942,-2.2388,7.6116,False
lj,121-125,32,node2vec,RESCAL,test,MR,source2target,target,7.4409,0.0228,0.741,14.1407,True
youtube,16-20,32,deepWalk,DistMult,test,MR,source2target,target,-0.4766,0.5759,-1.4507,0.4974,False
lj,121-125,32,deepWalk,SimplE,test,MR,source2target,transformed,24.2333,0.001,20.6098,27.8568,True
